review,rating,date
jadi lama nyari drivernya apa pada pensi,4,2022-04-18
jadi lah customer yg bijaksaya sebagai driver go ride pernah mendapat order go food lalu karna pembayarannya tunai customer tanya ke saya kalau pembayarannya di rubah ke gopay bagai mana caranya  karna saya tidak tau ya saya jawab kurang tau  beberapa jam kemudian saya cek penilaian di akun driver saya saya dapat bintang 2 dari customer  salah saya di mana  saya cuma driver bukan customerservis  jadilah customer yg bijak cek kembali sebelum memesan ,5,2022-04-07
driver go ride nya sopan dan nggak kebut2an,5,2022-04-05
pelayanan driver very god,4,2022-05-03
aplikasinya bagus drivernya juga baik,5,2022-06-15
driver nya ramah2 1 apk bisa untuk segalanyangebantu banget,5,2022-05-12
sangat oportunis  kapitalis saat harganya lebih murah drpd grab tdk ada driver yg mw ambil orderannya,1,2022-05-03
alhamdulilah sampai hari ini tidak ada yang mengecewakan para mamang drivernya sopan dan ramah,5,2022-03-16
ga lagi lagi pake aplikasi ini udah ogkirnya mahal driver nya gak ada yg sopan,1,2022-04-14
driver suka membatalkan  padahal buru buru ,1,2022-05-04
mayan masalahnya sih cuman kadang2 susah dapat driver padahal rumah saya ditengah kota,4,2022-04-17
makin kesini kenapa driver nya jauh2 ya saya penguna gojek makin kesini makin tidak nyaman dgn posisi driver yang jauh2 lebih baik saya pakai apk grab ongkos lebih murah driver lebih pasti,1,2023-03-31
driver sopantidak ngebutdan tepat waktu,5,2022-04-13
2x ada masalah langsung responnya cepet banget pertama driver yang kurang ajar langsung dibales emailnya dan double pembayaran langsung dikembalikan ke akun gopay terimakasih gojek atas respon yang kalian berikan ,5,2022-04-07
pengalaman driver baik,5,2022-04-09
gojek hancur parah mau pesen gosend tpi mencari driver nya lama banget sampe hampir sejam blm nemu nemu d cncel g bsa d tunggu lama blm lgi masalah jaringan sering bermasalah pdhl pake wifi bagus bagus aja ,1,2023-04-12
kalian orang indonesia mereka driver bukan babu gojek  sudah ongkos nya murah  mau minta pelayanan nya vip hallo  hargai mereka  pahlawan di jalanan  pihak gojek bukan tegas tapi pelit sama bonus,1,2022-08-11
gojek terbaiiik sukak sekali pelayanan ny bagus driver ny ramah,5,2022-04-10
jangkauan pencarian driver di aplikasi terlalu kecil jadi susah dapet driver driver dari kota ke desa bisa cepat dapat tapi kalau sebaliknya desa ke kota gx bakal dapat driver,1,2022-04-09
baik pelayanan drivernya mantap,5,2022-04-08
driver sibuk karena hujan,1,2022-04-19
lama lama jadi males mesen gojek  sering error nya lebih baik mesen maxim atau indriver aja,1,2023-01-26
kenapa pesan gopood mesti nunggu masak nya selesai baru cari driver udah nunggu lama e driver nya ngk ada trus makanan nya siapa yang anter csgojek x yang anter kok makin susah aja,1,2023-02-03
sistem sekarang sangat merugikan driverterutama untuk driver gosend samedaycoba bayangkan cust bayar ke gojek batas minimal 14rb untuk orderan gosend samedaydan coba kalian lihatmasuk kemitra tidak sampai 10rbdan bahkan sering terjadi orderan sameday 7 barangdriver hanya dibayar dikisaran 30rb sajadimana keadilan untuk para mitrapihak aplikator saja sudah melanggar peraturan dari kementrian perhubungan terkait tarif dasar untuk driver,1,2022-03-14
tarifnya mahal drivernya gojek banyak cancel orderan pesen gocar yang dateng taxi blue bird bagian pesen goblue taxinya ga ada2 mending saya uninstal dan beralih ke maxim,1,2022-09-08
driver nya rapisopan,5,2022-05-08
driver baik sopan  santun trm ksh,5,2022-08-05
payah mendekati hari raya jam plg kerja tdk ada yg mau pick up sekalinya dpt juga posisi driver tdk bergerak aplikasi minta di perbarui terus,2,2022-04-28
cukup bagus respon drivernyabiarpun agak sedikit mahaltp bagus pisan,4,2022-04-25
untuk gojek drivernya dikasih tau untuk menyiapkan kembalian kalau foto gak usah sama muka trus kalau yg gak ramah mending pecat aja yg paling penting modus gak punya kembalian banyak terjadi,1,2022-04-27
senang pakai gojek harga terjangkau dan pelayanannya cepat drivernya juga gesit2top lah pokoknya,5,2022-04-14
good job driver,5,2022-05-01
cih driver pilih kasih susah dapet ojek nya sedangkan temen saya yang cewek dapet aja driver nya gampang  gak kaya aplikasi sebelah gak susah apalagi pas malem mustahil dapet driver,1,2022-04-05
tolong dong gojek edukasi selalu itu para driver nya terutama untuk driver gofood selalu nya alasan nggak punya kembalian lagu lama kaset kusut  kaya maksa minta tips  ga cuma satu dua yang begitu  ngecewain,1,2022-03-15
untuk pelayanan sepertinya kurang memuaskan dan tolong untuk para driver hargai promo yang sudah ditetapkan oleh pihak gojek jangan terlalu slow respon jika ada customer yang menggunakan promo ,1,2022-01-20
i love gojek untuk layanan gofood sangat memuaskandriver disiplin  gak kebanyakan bohong kaya si orange ,5,2022-01-19
drivernya ramah penjemputan tidak menunggu lama pembayaran pun mudah ada beberapa pilihan cara bayarnya semoga gojek semakin maju dan lebih baik lagi,5,2022-01-20
tolong untuk drivernya d berikan emoney karena beberapa tempat untuk masuk menggunakan emoney jd sering ada kendala saat penjemputan n pengiriman barang kebeberapa tempat tolong ya,2,2022-01-20
maaf ya aku baru kasih bintang 4 karna jujur ada driver yang mengecewakan ketika mau penjemputan minta tambahan uang alasan drivernya rute terlalu jauh padahal di aplikasi sudah tertera jelas nominal uang yang harus d keluarkan sesuai jarak penjemputan semoga kedepannya setiap driver bisa diberi pengarahan terlebih dahulu agar tidak mengecewakan konsumen ,4,2022-01-20
terima kasih driver ramah,5,2022-01-19
kurang profesional sihgk ky duluskr kalo order dptnya driver posisinya jauhtidak spt yg sebelahterutama gofood setelah klik order harus menunggu konfirmasi dr resto setelah itu menunggu di carikan driver estimasi 5mntklo blom dpt tambah 5mnt lagi posisi driv3r yg dpt jauhbelom nanti driver antripadahal disekitar resto yg sy order bnyk driver yg menunggu orderanjd untuk kebutuhan cepat skr tidak recommended pke gojek,2,2022-01-20
kalau order pagi sangat susah padahal sangat di butuhkan saya sering di cancel karena lokasi driver sangat jauh dan jika tidak di cancel driver tidak mau bergerak,2,2022-01-20
ko dtmpt saya gk da driver gojek y daerah comal pemalangstiap pesen driver tulisane dlokasi anda blm ada driver kami,2,2022-01-20
konsumen yang terhormat saya adalah mitra gojek driver motor yang sudah bergangung dari 2016 tolong buat konsumen yang mengunakan jasa gojek perhatikan untuk alamat dan nomor telpon yang bisa dihubungi sudah benar kami driver hanya mengikuti arahan dari maps dan petunjuk dari konsumen tolong untuk konsumen yang mengunakan jasa gosend harap nomor telpon dan alamat diperhatikan dengan benar khususnya konsumen gofood tolong handphone standbay,1,2022-01-19
tolong kalo cariin drivernya jangan yg jauh dr titik jemput sering kena cancel karena titik jemputnya jauh dr driver dan driver lebih dekat dengan titik antarnya padahal perlu cepat dan sekrg makin mahal udah gitu ga ada voucher atau diskonan pdhl klo ada voucher dan diskonan bisa berguna banget,1,2022-01-20
agak kecewa tb2 lokasi saya keubah cuma gara2 ngebuka apk gojek di sklh saya trs dirumah kan sy psn gofood dan tau2nya makanannya dikirim ke alamat sklh saya dan gabisa di cancel pdhl sy tidak prnh ngubah alamat gojek sy ke sekolah saya dan itupun saya ga meseb gofoodnya pas di sekolah iyasih saya salah jg karena ga cek2 dlu tapi memang sy ga cek2 karna sy gapernah ganti alamat di gojek akhirnya saya kasih makanannya ke driver dan ke satpam yg ada disekolah saya semoga dinotice gojek,3,2022-01-20
jarang ada driver yang mau ngambil sekarang,1,2022-01-21
trimakasih buat gojekdriver2 gojek yg dgn sabar mngantarkan sy smpe tujuantrus penjual2 makanan yg sabar dgn cerewetnya sy hahahahamkshtuhan memberkati,5,2022-01-21
saya bu ade rtapi email punya anakmaklum hp bekas anaksaya padahal udah punya email sendiriselama saya menggunakan aplikasi gojek alhamdulillah lancartidak ada kendaladrivernya baik dan pada sopan,5,2022-03-30
aplikasi ini sangat bagus tapi biaya layanan go food nya naik terus gojek dhi gopay banyak kemudahan buat customer driver delivery dan merchant,5,2022-01-21
setiap pesen gofood selalu disuruh nunggu sekian menit terus dengan alasan dicariin driver padahal driver banyak asal tau aja klo driver sebelum nyape toko makanan ga disiapin jd waktunya lama klo pesen gofood tolong diperbaiki sistemnya,1,2022-01-21
mantap ga ganti2 driver secara tibatiba,5,2022-01-21
tlong dong saya sebagai driver gojek setia ama gojek tolong orderan saua d lancarkan kacau ni gojek semoga d dengarkan oleh petinggi gojek,5,2022-01-21
sampai kapan pun kalau gojek pakai sistem seperti ini cs bakalan pada lariperbaiki lagi sistem order nya ada driver dekat kenapa di kasih ke yang jauhbilang sama kevin klo it nya ga becus atur sistem lebih baik mundur diri,1,2022-01-21
kasihan driver lo ambil orderan kejauhan,5,2022-01-20
setiap hujan padahal ya cuma gerimis selalu sepi driver selalu ditolak ketika pesan gofood parah sih cacad ok lah kalau hujan deras banjir maklum sepi driver,1,2022-01-20
pokoknya asik driver nya,5,2022-01-20
pesen driver skg susahpdahal banyak driver yg ontarif juga skg mahaltapi kata driver yg gedhe potongannya,1,2022-05-24
drivernya sopan2,5,2022-01-20
aplikasinya kurang betul dan aneh driver yang deket banyak tapi kenapa dapetnya malah yang jauh saya sebagai customer jadi sering pegel nunggunya apalagi kalau lagi buruburu mengejar waktu,2,2022-01-20
driverx sangat ramah,5,2022-01-21
kenapa order gocar selalu gagal gofood pun gagal dengan alasan driver sibuk padahal resto sudah konfirmasi pesanan ,1,2022-01-21
sudah dapetin driver buat berangkat sekolah sering telat gegara nunggu driver,1,2022-01-20
tepat waktu driver ramah,5,2022-01-21
saya selaku driver dan customer mohon maaf sebelumnya kepada jajaran gojek indonesia saya ingin berkeluh kesah tentang kebijakan minimum ongkir gofood yang asalnya 8000 menjadi 6400 mohon di evalusi ulang soalnya ongkos 6400 itu belum bayar parkir 10002000 gimana lokasi nya dan kita harus antre paling sebntar 15 menit kami mohon dengan sangat agar pihak gojek indonesia mengevaluasi ulang tarif soalnya harga bahan bakar dan onderdil motor tiap tahun naik masa argo makin turun,1,2022-01-21
drivernya ramah,5,2022-01-21
keseluruhan sih ok cuman yang saya gak suka kenapa dikitdikit harus update aplikasi bayangin jika kita lagi keburu atw miris kuota kan gk bisa order jadinya ada tambahan lagi kenapa sih pada saat hujan susah banget dapat driver baik goride atau gocar keduanya samasama sulit kalaupun dapat yang goride beberapa akan beralasan tidak bawa jas hujan dan saya disuruh cancel terus kadang kan ada sekumpulan driver lagi nongkrong tapi dapatnya malah yang jauh,4,2022-01-21
tolong dong pihak gojek kasih pemberitahuan di aplikasi gojek penumpang kasihan driver menunggu lama kalau sy pesan makanan tidak ada pemberitahuan di chat aplikasi,1,2022-01-20
sebel banget kalo pas lagi gerimis doang drivernya pada gamau ngambil pesanan mau gofood gabisa mulu bikin ga mood,1,2022-01-20
revisi bintang jadi 1 masa iya ongkir tibatiba naik dr 12rb jadi 21rb setelah topup sama pake voucher katanya biar dapat driver lebih banyak lebih banyak taheek yg ada udh permainan algo ini mah,1,2022-01-20
aplikasi menyiksa driver wajar gojek panen bintang 1 terlalu banyak aturan permainan dan potonganya gak pakai kira2,1,2022-01-20
yth gojek bapak pimpinan staff beserta drivernya di mana aja deh bebas dengan datangnya kritikan ini saya selaku customer dari gopud merasa kecewa dikarenakan ketika hujan dan saya lapar saya ingin memesan makanan melalui gopud tapi selalu tidak mendapatkan driver padahal mumpung ada promo 30 yang lumayan jika digunakan terlebih saya merasa sangat lapar tolong  saya harap ada pembenahan yaa ditunggu itikad baiknya bapak ibu sekalian terlebih diskon 70nya terimaksih jember 200122,1,2022-01-20
aplikasi ajg tiap malem selalu aja driver gada percuma ada fitur pilihan resto 24jam tapi disekitae resto gada satupun driver yg mau take,1,2022-01-21
kemarin saya berbaring lemah di atas kasur karena sakit lalu saya memesan obat lewat gojek haldok tidak lama setelah memesan ada seseorang yang mengetuk pintu kamar ternyata itu adalah driver gojek istri saya mengambil pesanan sekarang tubuh saya sudah sehat bugar dan siap menghadapi aktivitas extrim saya sehari hari terima kasih gojek,5,2022-02-16
sudah ada perbaikan dari 2x order terakhir driver dari yg terdekat semoga semakin baik,3,2022-01-13
selalu tepat dan ramah2 drivernya,5,2022-01-13
drivernya baik,5,2022-07-29
pemesanan cepat dan drivernya ramah,5,2022-05-06
kenapa dhapus ya jd developer tuh yg bener nyata dilapangan emng bener driver kena pelanggan kena resto kena potongan mahal promo food sma aja bhg yg bobrok itu mitra kalau ada promo pahamin,1,2022-01-15
kecewa sama sikap drivernya yang sesukanya sering ngebatalin pesenan orderan padahal udah mau buru2 sedangkan kalo mau cari driver harus nunggu lagi,1,2022-01-15
makin susah cari driver,5,2022-03-29
driver mudah ditemukan,5,2022-02-12
admin gojek kapan partisi akrilik go bike dibuka krn sangat menyiksa penumpang harus doyong kebelakang saya tdk pernah naik gxxx lagi karena byk yg pakai partisi dan gojek walau tdk semua masih ada yg pakai partisi gimana cara nya supaya kita tau kalo driver nya tdk pakai partisi di aplikasi krn kali sdh tiba ga mungkin di cancel ordernya,5,2022-01-15
bagusrespon cepat sy ada saran untuk kendaraan pengantar makanan sebaik nya di siapin tempat khusus seperti box agar supaya tidak di taro di bawah jok sepeda motor jadi customer tidak merasa makanan nya di dudukin oleh driver terimakasih,5,2022-01-14
saya sangat kecewa dengan aplikasi gojek dipalembang ini drivernya gak sopan malah marah2 sama saya padahal sya customer harusnya di berlakukan dgn baik gakada senyum2 nya kayak muka gak seneng itu cmn gara2 salah paham masalah alamat pengantaran dio nelpon saya kok nada bicara nya kasar kayak bentak2 saya baru kali ini ketemu driver gojek yang singing gak ramah malah marah kecewa dengan aplikasi ini,1,2022-03-29
pelayanan yang baik dan drivernya sopan,5,2022-01-15
gw lgi kurang tidur ga inget gw mau nyelesaiin misi yg bikin akun jago gw lupa akun customer yg nyambung sama driver gw itu akun ibu gw gw lupa yg malah langsung vc sama pihak jago ga inget itu akun ibu gw gw batalin bkin bang jago lah sekrang akun ubu gw ga bisa ngirim maupun nerima gopay kan bangke akun driver sama customer gw dah bener cuman sayang akun ibu gw malah ga bsa nerima maupun ngirin,1,2022-01-15
driver sering banget cancel orderan  apa lagi kondisi hujan pesan gocar susahnya minta ampun sekalinya dapet suka main cancel aja,1,2022-01-14
pelayanan buruk masa w 4 kali gofood gak ada driver terus padahal jarak cuma 1km  akhirnya gw beli sendiri  buruk sekali,1,2022-01-14
banyak sekali driver yg malas malasan psn gosend pdhl bisa pakai mtr tp pd g mau gonta ganti driver smpe 3 kalau tdk mau gosend in brng mending g usah ada pilihan gosendny drpd ngrugiin waktu pas udh ktmu mlh minta uang parkir sedangkn sy bayarny pake uang cash kerja  gmn sy laporan kalo g sesuai sm aplikasi mohon diperbaiki lg aplikasiny sm driverny,1,2022-02-15
bnar membantu top dech buat gojek driver nya ramah,5,2022-03-27
dear gojek jika memberlakukan biaya admin dan biaya pengantaran apakah itu termasuk uang parkir ya  jujur kadang saya keberatan karena tiba tiba driver meminta uang parkir dikala uang saya lagi pas kan bingung dan tambah memberatkan  kalau boleh usul biaya pengantaran itu sudah termasuk parkir driver ya dan bisa disosialisasikan ke driver agar tidak meminta biaya tambahan parkir terima kasih,2,2022-03-01
drivernya lama  suka cancel cancel semaunya  dan drivernya suka milih milih ,1,2022-03-01
tolong untuk pihak gojek agar driver nya bisa lebih di tertibkan lg saya punya usaha rugi terus karena di cancel sembarangan sama driver nya makanan sudah di buatkan capek2 eh malah di cancel kan mubazir kompensasi gak seberapa cuman 40pihak gojek agar driver yg malas2an bisa di tertibkan lg kasihan driver yg bener2 krza dan kami juga merasa di rugikan,1,2022-02-15
